Sentence,English_Translation,prefix
"Haan, uske khidki khuli thi jismein se baburao jhaank raha tha.","Yes, his window was open from which Baburao was peeping.",translate English to Hinglish: 
Paise nahi hai. ATM se paise nikalu ki nahi @narendramodi sir?,i am out of money. should i withdraw some from the atm Mr @narendralodi,translate English to Hinglish: 
.@JhaSanjay bhai tere to hai bhi nahi. LOL,@JhaSanjay you dont have it. lol,translate English to Hinglish: 
""" munh khol ke 20 rupay mang liye ...""oh i love this line .","""Open your mouth and ask for Rs.20"", I love this line.",translate English to Hinglish: 
@BloodyKamina Oo Tharak Pradesh ke rehne wale.. Soo jaa,"@BloodyKamina oo.. the inhabitant of lust land, go to sleep",translate English to Hinglish: 
@mishrashiv Sir.. Doobte ko tinke ka sahara.. Mujhe to relief mila kal ke jhate ke baad,@mishrashiv Sir.. what benefit is a straw to a drowning person. i felt relief when i was shaken yesterday.,translate English to Hinglish: 
who's going to pumpkins and pancakes at @someUSER october 28 ?  #halloween,Who is going to pumpkins and pancakes at @someUSER on october 28? #halloween,translate English to Hinglish: 
@INCIndia #AnandSharma Bhaisahab KUCH BHI ? If can't express real emotions at least don't criticize ! #DontTagMeABhakt https://t.co/trQ0wLohZL,@INCIndia #AnandSharma bro anything ? if can't express real emotions at least don't criticize ! #DontTagMeABhakt https://t.co/trq0wlohzl,translate English to Hinglish: 
kya aap human being ko hmesha support kroge ???,Will you always support human being?,translate English to Hinglish: 
"ek din ke liye, bas?",just for one day?,translate English to Hinglish: 
"aayenge, time kharab hai","we will come back, time is bad",translate English to Hinglish: 
"@Alllahdin jhooth bole kauva kaate, kaale kauve se dariyo main-jamiaca chali jaungi tum dekhte rahiyo","@Alllahdin the one who lies is bitten by crow, fear the black crow- i will go to jamaica and you just keep on watching",translate English to Hinglish: 
"talking of bond &amp; skyfall ,variety ,the children's charity is holding the premiere on nov 7th at sylvia park .tickets @ http/URL","talking of bond and skyfall ,variety ,the children's charity is holding the premiere on nov 7th at sylvia park .tickets",translate English to Hinglish: 
@Singhlicious @HaramiParindey Ae vee kaint cheej ae badi,@Singhlicious @HaramiParindey that's a big thing,translate English to Hinglish: 
@balliawalebaba haha.. Train ki patri ukhad jaegi ,),translate English to Hinglish: 
"@RoflGandhi_ guru gud rah gaye, chele chini ho gaye. ","@RoflGandhi_ guru Jaggery is left, the disciples become sugar.",translate English to Hinglish: 
"mangaa lo kha lo, roka kisne hai?","take a mango, eat it. who is stopping?",translate English to Hinglish: 
shaan kaafi acha dost hai tumhara  .  .  har comic strip main rehta hai :),shaan is a very good friend of your's. he stays in every comic strip,translate English to Hinglish: 
"Barbad gulistaan karne ko to ek hi ullu kaafi tha
 Yahan..har shaakh pe ullu baitha hai anjam-e-gulistan kya hoga 
 - Shauq Bahraichi","One owl was enough to ruin Gulistan
 Here .. an owl is sitting on every branch, what will be the outcome
 - Hobbies Bahraichi",translate English to Hinglish: 
"We all are racists, koi kaala insaan dikha nahi usse madrasi bol diya. Arre bhia Nigerian bhi toh ho sakta hai.","we all are racists, the moment we see a black man we call him south indian. oh brother he can be nigerian too.",translate English to Hinglish: 
"RT @RoflGandhi_ : From ' broken shoulder ' to ' injured shoulder ' overnight . Itna fast recovery , Patanjali lep lagaye kya @vivekagnihotri https",RT @RoflGandhi_ : From ' broken shoulder ' to ' injured shoulder '. how come he recovered this fast overnight? did you apply patanjali tube?  @vivekagnihotri https,translate English to Hinglish: 
Ye kahan hota hai?,where does this happen,translate English to Hinglish: 
@s_manjari phir to 100% se badh jaega,@s_manjari then it would increase by 100%,translate English to Hinglish: 
mujhe block kiya hai bhai.,"I have been blocked, brother.",translate English to Hinglish: 
Mere paapa tumhare mummy ko aisa pyar se bulaate hai. https://twitter.com/e29ad41b95b341d/status/697799527986655234Â â€¦,my father sweetly calls your mother like this. https://twitter.com/e29ad41b95b341d/status/697799527986655234Â â€¦,translate English to Hinglish: 
Diwali ke din eggs kha sakte hai kya?,can we eat eggs on day of diwali?,translate English to Hinglish: 
@Singhlicious @MohitParmarr Thodi training kar daeen meri kadey kudiyaan to time Miley jad,? ,translate English to Hinglish: 
"Main aapke beti ka haath maangne aaya hu, mere haath ab thakk chuke hai.","i have come to ask for your daughter's hand, my hands are now tired.",translate English to Hinglish: 
"@Ra_Bies Dilli ki sardi nahi jam rahi abhi se fatti padi hai, Rum piya ek aadhi botal. Bas","@Ra_Bies delhi's winter is not suiting me, i am in a horrendous state, i drank a bottle or a half of rum.",translate English to Hinglish: 
thoda aur punch lao!,bring a little more punch,translate English to Hinglish: 
Ashutosh ne koi autobiograohhy likhi kya? Jo tumne padhi?,have ashutosh has written any autobiography that you have studied,translate English to Hinglish: 
RT @SriSri : Our volunteers have taken up mission to clean & rejuvenate Nallagandla Lake . 6 truckloads of garbage were removed . ( 2 ) https://t .,RT @SriSri : Our volunteers have taken up mission to clean & rejuvenate Nallagandla Lake . 6 truckloads of garbage were removed . ( 2 ) https://t .,translate English to Hinglish: 
"IshQ waLa || ~ ^ÅÃ¸VÄ›^ ~ || â€” listening to Ishq Wala Love ( From "" Student of the Year "" ) The DJ Suketu Lounge Mix",ishq wala listening to ishq wala love  from  student of the year the dj suketu lounge mix,translate English to Hinglish: 
Ye sare prblm jo tumne mention kiye vo sab bhi solve hoge... Leki first #TripleTalaq and #banOnMPL,all the problems you have mentioned will also be solved but  first #TripleTalaq and #banOnMPL,translate English to Hinglish: 
@kitAnurag @Shakti_Shetty bhai mera reply lele bhale hi mujhe 3 second ka hi bhej de.,@kitAnurag @Shakti_Shetty brother take my reply but send me even if it is 3 seconds.,translate English to Hinglish: 
"@ek_samosa_dena yaar, mujhe neend na aaye mujhe chain na aaye koi jaaye zara dhoond ke laaye","@ek_samosa_dena friend, i do not get sleep, do not get peace. someone go, find and bring it back .",translate English to Hinglish: 
Lagta hai pakistan mai padai likhai zoro par hai !! Sarfaraz v english bol raha hai !! #indvspak #ChampionsTrophy 17 #bleedblue #surgicalstrike,it seems like the education of pakistan is great!! even sarfaraz is speaking english!! #indvspak #ChampionsTrophy 17 #bleedblue #surgicalstrike,translate English to Hinglish: 
lou ke liye kuch bhi karega types wala? Ishq wala lou?,will do anything for love type? love with love,translate English to Hinglish: 
@dhaval241086 kamaal kar diya @PritishNandy ne aaj to,@dhaval241086  @PritishNandy did amazing today,translate English to Hinglish: 
@mainbhiengineer delete kar diya bhai waise bhi kuchh khas nahi hona tha uska :),"@mainbhiengineer i deleted. by the way, nothing special was going to happen with that :)",translate English to Hinglish: 
hope so we win the trophy again :),hope so we win the trophy again.,translate English to Hinglish: 
"@Gurmeetramrahim #MSG2in500CrClub good morning pita ji , din accha banaye rakhna","@Gurmeetramrahim #MSG2in500CrClub good morning father , hope the day stays good.",translate English to Hinglish: 
Phir bhi paap nahi dhulenge tere Kaju https://twitter.com/KajuBadamChor/status/756433421576970240Â â€¦,"then too, your sins will not be washed away kaju. https://twitter.com/KajuBadamChor/status/756433421576970240Â â€¦",translate English to Hinglish: 
Umar ho gayi hai 0 Shayad bhool gaye ho 0 2 months back riots killed people in Bashirhat 0 Tab Kahan thay Aap ? #TripleTalaq bachaa rahey thay ?,"maybe because of old age, you have forgotten that 2 months back riots killed people in basirhat. where were you at that time? were you saving them? #TripleTalaq",translate English to Hinglish: 
money $$$ bhut kharch kar rhe h bjp,money is doing a lot for bjp,translate English to Hinglish: 
"Haath aate hi nikal jaane wali cheez:
- Salary
- Jawani
- GF","things which slip out of the hand:-Salary, Youth, GF",translate English to Hinglish: 
@drmalvika6 aaj wo log block karenge,@drmalvika6 they will block today,translate English to Hinglish: 
64 in one ke test bhi honge ! ! ! aur sath me sports period me track and field waale games bhi :d jo 100000 in one me repeat hoke aate the :d,"there will be a test of 64 in one!! along with that, track and field events in sports period which come after repeating 10000 in one",translate English to Hinglish: 
@slimswamy Ya toh too smart joke maar dete ho ya too lame. Thoda salman khan jokes maar dete abhi festival aya tha 2 din ka.,"@slimswamy Either they say too smart joke or too lame joke. You sould have made some jokes on salman too, a two day festival just passed by",translate English to Hinglish: 
Ram milaye jodi @ANI_news,ram creates couples @ANI_news,translate English to Hinglish: 
"@someUSER @someUSER @someUSER @someUSER good news i bought candy today ,  bringing some on tues .  if it lasts","@someUSER @someUSER @someUSER @someUSER good news i bought candy today , bringing some on tuesday . if it lasts",translate English to Hinglish: 
unn special seat ne to kabhi bada banne diya hi nahi .  .  .  . ab bhi unke alag hi maze hai,unn special seat ne to kabhi bada banne diya hi nahi .  .  .  . ab bhi unke alag hi maze hai,translate English to Hinglish: 
haha jab pehli bar ghar se bombay jacket leke aaya tha tab bahot majak udaya gaya tha mera. Yaha abhi 8-9 hai.,when i first time brought jacket from house in mumbai they made a lot of fun of me. naw it is 8-9,translate English to Hinglish: 
@BhasadiKutta ab ki baar.. bhasadi ki ke saath in bar @Being_Humor,@BhasadiKutta this time in time in the bar with bhasadi @Being_Humor,translate English to Hinglish: 
@Taklu_boy kitni maal hai @SunnyLeone,@Tuckloo_boy how much goods @ sunnilone,translate English to Hinglish: 
RT @itss_vaibhav : parents : Apna boriya bistar sambhalo aur nikal jao ghar se !! She : https://t.co/XtPZ3SpuJU,rt @itss_vaibhav: parents: Take your luggage and get out of the house! She: https://t.co/XtPZ3SpuJU,translate English to Hinglish: 
"Pakistani girl :- ""Mujhe ghar drop kar doge?"" 
Pakistani Cricketer :- ""Drop karna toh meri khaasiyat hai"" #AUSvPAK","Pakistani girl :- ""would you drop me?"" 
Pakistani Cricketer :- ""Droping is my only speciality"" #AUSvPAK",translate English to Hinglish: 
"@poonamkhatri ApuKalips ho ya pappu ka, in lip year sab chalta hai.","@poonamkhatri is it apu's lips or pappu's, anything works in leap year.",translate English to Hinglish: 
yahoo ke live score se ,),translate English to Hinglish: 
"""Saari saari raat bahar rehta hai ye ladka. Pata nahi kya karta hai kaha jata hai. Aur pucho to jawab nahi deta""- Batmom #IfBatmanWasinIndia","""This boy stays out all night. Don't know what he does he do, where does he go? And if you ask, he does not answer"" - talk #fibatman",translate English to Hinglish: 
@Alllahdin ___ deke dekho ___ deke dekho ____ deke dekho ji.,@Alllahdin ___ give your heart to me ___ give your heart to me____ give your heart to me please.,translate English to Hinglish: 
@S1dharthM kapoor and sons achachi film hai .. ek baar or dekhunga,@s1dharthm kappor and sons is a good film. i will watch it once more.,translate English to Hinglish: 
@MhaAgyaani ye sly @Madan_Chikna bhai k liye nahi tha,@MhaAgyaani this sorry wasn't for @Madan_Chikna bro,translate English to Hinglish: 
"Tum #History ko tod marodne ki koshish ""karoge 1000 @TrueIndology facts leke aajayenge.","You will try to distort #history, we will bring 1000 @TrueIndology facts .",translate English to Hinglish: 
""" ' Congress mukht Bharat ' followed by ' Gandhi mukht congress ' . @sambitswaraj @TimesNow #WhereIsRahul """,""" ' congress free bharat ' followed by ' gandhi free congress ' . @sambitswaraj @TimesNow #WhereIsRahul """,translate English to Hinglish: 
@someUSER dublin on monday :d so excited !  also my friends birthday she will be at the concert .  .  .  plzzzz say happy birthday shauna,"@someUSER, dublin on monday! so excited! also it is my friend’s birthday, she will be at the cocert…….please say happy birthday shauna",translate English to Hinglish: 
"someone should come with me to noel fielding on saturday night because noel fielding ,  basically #please #iwillcry","someone should come with me to noel fielding's show on saturday night because noel fielding, basically #please #iwillcry",translate English to Hinglish: 
