sentence,english_translation
Aum Namah Shivayah #ShivaShiva Happy Mahashivratri to all . :),om namah shivaya #ShivaShiva happy mahashivratri to all . 
@indiantweeter jyada angrej ban raha hai kya. Gusalkhana likhne me sharm aati hai !!,@indiantweeter are you being foreigner. are you ahamed of writing bathroom
i'm working overtime to elect mitt .  50 radio appearances down the homestretch .  on huckabee national radio on friday .,i'm working overtime to elect mitt . i am having 50 radio appearances down the homestretch on huckabee national radio on friday .
guddu da plan successfull ho gya !  !  wadhiya ji  .  .,guddu's plan was successfull!  ! nice.
@someUSER nick diaz is da best !  smoke weed every day and drop out of school in 6th grade !  fuck yeah !,@someUSER nick diaz is da best !  smoke weed every day and drop out of school in 6th grade !  fuck yeah !
@iNeelSoni JALDI SE 2-3 KG HEERE BHEJ,@iNeelSoni quickly send 2-3 kg diamond.
@kyaYaarKuchBii wale kum as salaam.. Bhai jaan kaise ho,@kyaYaarKuchBii Walekumassalaam! How are you brother?
Toh kaunsi bhasha bolte ho?,so which language do you speak ?
"Khushi RT spree de rahi hai. 

*khushi ke aansu*","khushi rt is giving happiness.

""tears of joy"""
sooo creative .  .  u guys r awsummm .  :),so creative you guys are creative :)
Samajh mein nahi aaraha ki #holi celebrate karun ya #diwali ..,i am confused whether to celebrate #holi or #diwali
"jain book depot ,  ek khadus uncle baitha hota hai jo kabhi paise kam nahi karta .  :p","jain book depot ,  there will be a rude uncle, who would never reduce the prices."
@BhayanakPuppy Happy Vaadh Diwas Bhai!,@BhayanakPuppy Happy birthday brother!
Sir tweet churana band kare aur 2-3 missile chalane ka aadesh dehttps://twitter.com/TimesNow/status/779671740804960256 …,"sir, stop copying tweets and give the orders to fire 2-3 missiles https://twitter.com/TimesNow/status/779671740804960256 …"
@supaarwoman Chhod na.. Itni si baat ke liye kisi ki naukari mat cheen @ishaan21,@supaarwoman leave it! don't snatch his job because of such a small thing!
@indiantweeter Aisa kuch nahi hai. US to koi bhi jaa sakta.. PM ke saath DP koi nahi laga sakta.. Modi Ji Waali DP > Any trip,@indiantweeter it's nothing like that. anyone can go to united states. anyone can keep a display picture with prime minister.. display picture of modi sir is greater than any trip
@sona2905 koi baat nahi,@sona2905 No problem
LOL! Afwaahon par vishwas na rakho! @Ra_Bies bas aaj narangi chadhaunga,laugh out loud! don't believe on rumors! @Ra_Bies only today i will offer orange.
@mans786 yes. Par Zimbabwe ke khilaf inhe kuchh ho jata hai. Pata nahi kya :),@mans786 yes. but something happens to them against zimbabwe. dont' know what
"Sir @ashutosh83B kabhi apni luxury cars ke sath bhi photo post karo, kya metro ke sath photo kheench ke public ko chootiya bana rahe ho!",Sir @ashutosh83B post a picture with your luxury cars sometime. why are you taking pictures along with the metro and fooling the public.
"Kaise kahein hum, pyar ne humko kya kya khel dikhayehttps://twitter.com/BabajiKiiBooty/status/738810553469173764 …","how do i tell you, what all games have love shown me https://twitter.com/babajikiibooty/status/738810553469173764â â€"
"Dekho bhai @ArvindKejriwal iske liye degree ki nahi, personality ki zaroorat hoti hai. #USCongress #NaMo","look brother @ArvindKejriwal, this thing does not require degree, but personality. #USCongress #NaMo"
@Atheist_Krishna isse zyada achchi gaaliya to mera beta de deta haipic.twitter.com/JQIVRY5H4y,@Atheist_Krishna even my son abuses more than him pic.twitter.com/JQIVRY5H4y
"Yeh hi hota hai, haath do toh mujra karayengihttps://twitter.com/snarkyruch/status/686809793697169408 …",this is what happens. with 2 hands you end up doing a 'mujra' https://twitter.com/snarkyruch/status/686809793697169408 …
unhone pehle pic ni dkhi ti kya tmhari jo milne k baad hi ignore kia tmhe  .   .   .   ?,didnt he saw your pic before meeting then why did he ignore you.
"#NOTEBANDI AAJ SAB DALIT SAMAJDAR HAIN BAHUTLOG KO UMMED THEE BAHINJI ISS CRUSIAL STAGE ME GAREEBON KO "" KUCH PAISA BANT DENGI PER NAHI BANTA @radhacharandas #notebandi",#NOTEBANDI today every dalit is sensible and people had expected bahinji to distribute money amongst the poor but she didn't. @radhacharandas #notebandi
ho ske to team srinivasan se b resign kar dena bhai .  .  ,) :p :d
@Champ_Nikk Jaag utha hai Bihar..Abki baar Modi sarkaar  #GoodByeNitishKumar,@Champ_Nikk bihar has woken up. this time modi government.#GoodByeNitishKumar
"@babagkaghanta @Alllahdin @anpadh00 @retardedwriter @MeetUunngLee jeewan safal huwa hai aaj, aashirwad dijiye","@babagkaghanta @Alllahdin @anpadh00 @retardedwriter @MeetUunngLee my life is successful today, bless me."
Kaun hai ye majnu? Mere pass bhejo zara isko.,who is this romeo? send him to me also.
@someUSER you have a top 5 sg with 2 6th men .  and you left off monta ellis,@someUSER you have a top 5 sg with 2 6th men and you left off monta ellis.
from work.. Aajkal ghar jaane k baad time nahi milta,from work .. nowadays we don't get time after going home
hmne bhi bahut kiye h ye kaam and hmre karnal m bhi h jain book shop .  .  .  :-d :-d :-d,"we also did a lot of work , we also a jain book shop "
"Tension not @airvistara, inhe har achhi cheez se problem hai.https://twitter.com/RanaAyyub/status/701757358167306240 …",Tension not @airvistara They have a problem with everything.  https://twitter.com/RanaAyyub/status/701757358167306240 
Aise batein choclate ka daba gift kar k samjhae jati hai :p https://t.co/Wwp9fZKasG,such wodrs can be made to understand only after gifting a box of chocolates :p https://t.co/Wwp9fZKasG
Yahan kharaab karne ko rakha kya hai?,what is there to lose here?
Hii bhaii.. Aap kese ho..?? Agar aap.mera cmmnt padh rhe ho toh plz ek reply kar dena,hi brother. how are you .if you are reading my comment then please reply me
"@tan_tripathi waise uske sentence ka second part sahi hai. Acche schools mein padhne ke baad bhi log IM, ISIS or 9/11 karte hain :)",@tan_tripathi by the way the second part of his sentence is correct. even after studying in good schools people join im and isis or do attacks like 9/11 :)
Chaand hai ya dettol?https://twitter.com/IncessantRanter/status/802595432903774208Â â€¦,Is it moon or dettol? https://twitter.com/IncessantRanter/status/802595432903774208 …
main scooter ke aage khadi hoti thi ... to papa samne dekh nhi pate the .. hehehe,"when i stand in front of the scooter, then father couldn;t see it.. "
"Wo kaam karte rahe, hum movies dekhte rahe'","he goes on doing the work, while i watch movies"
three months me #GST aa rha hai Tab jamke badhega Abhi election time pe logo ko kyu naraj Karenge..,"in three months #GST is coming, then it will increase tremendously. now, why they will make people worry during elections."
"AAP ki Delhi hai, Baap ki nahi.",delhi belongs to aam aadmi party
"Ram Kapoor: Meri biwi mujhe bol rahi hai ki meri jaan le lo.
 
 All married man: BHENCHO WHAT ARE YOU WAITING FOR?","Ram Kapoor: my wife is telling me to kill her.
 
 All married man: WHAT ARE YOU WAITING FOR?"
dekhte he dekhte Aapka score 60 % se abhi 39 pe aa gaya and MY LOVE #MSD bhai ka 20 pe se 42 aa gaya #Legendforever #MSD,while watching your score came down from 60% to 39 and my love #MSD your score got up to 42 from 20 #Legendforever #MSD
@Humor_Donor lagta hai tum par bhi ek hashtag chalana padega :D,@Humor_Donor Seems like there is a need for a hashtag for you.
@ivivekbansal Unhe toh pata hi nahi Bihar me kaisa jungleraj chal raha hai #NitishKaChehraDiveshSehra,@ivivekbansal he does not know what kind of anarchy is present in bihar. #NitishKaChehraDiveshSehra
gov .  mitch daniels is rallying republicans with a rare appearance that may have violated h http/URL,government .  mitch daniels is rallying republicans with a rare appearance that may have violated  http/URL
U shud feel lucky . If I was ur friend ... id have snatched the bedsheet and rode away .,U should feel lucky . If I was your friend ... i'd have snatched the bedsheet and rode away .
the fact that i have no plans tomorrow night &amp, it's my last night in fl for a min &lt
@Sarcusstic bhai ye ho chuka hai https://twitter.com/LOLendraSingh/status/558536425897869312 … @Shakti_Shetty @GareebGuy,@Sarcusstic brother it has happened https://twitter.com/LOLendraSingh/status/558536425897869312 … @Shakti_Shetty @GareebGuy
Baat ki gehraiyon ko samjhohttps://twitter.com/nazirology/status/862795386708262912 …,"understand the meaning behind what is being said : http://twitter.com/nazirology/states/862795386708262912…
"
@Heerahee tu mahan hai,@Heerahee you are great 
"freestyle wednesday - #np big l ,  jay z ,  mos def ,  black thought ,  eminem ,  yelawolf .  .  .  love it","freestyle wednesday - #np big l ,  jay z ,  mos def ,  black thought ,  eminem ,  yelawolf .  .  .  love it"
"Yeh Jawaani Hai Deewani-Deepika Padukone , Ranbir Kapoor , Kalki Koechlin , Aditya Roy Kapur http://t.co/W0xrtVAJPz","this young live is just mad - deepika padukone, ranbir kapoor, kalki koechlin, aditya   http://t.co/W0xrtVAJPzroy kapur"
Jio sim ki tarah #Jiocoin bhi free milega,#Jiocoin will also be for free just like jio sim.
"Hello main Arvind Kejriwal bol raha hu phone mat kaatiyega, Bajirao Mastani bahot badhiya picture hain ji, ek baar dekhna toh banta hai.","hello arvind kejriwal speaking dont cut the phone, bajirao mastani is very good movie, atleast watch it once."
Hum #QuarterFinal toh Haar Hi Nahin Sakte Kyonki Jahan #Quarter Mil Jaye toh Hum Usko Final Karke Hi Uthte Hain ! #INDvBAN,we can not lose #QuarterFinal because where we get #Quarter then we make it final and then only we get up! #INDvBAN
"Naam mein kya rakha  hai? 
Ans: Last name, inter caste shaadi tumhara baap agree thode hi karega","What's in the name? Ans: Last name, Inter caste marriage. Your father would not even agree."
"sab fevicol ka jod laga k baith jaate hain , india k match k samay mein . . . . :d :d",everyone apply fevicol and sit when india's match is going on 
"RT @GauravPandhi : Savarkar didn't kill Gandhi Nehru was not the first PM Like , Modi is a post-graduate Global warming doesn't exist https","retweet @GauravPandhi : savarkar didn't kill gandhi and nehru was not the first prime minister, like , modi is a post-graduate and global warming doesn't exist https"
wide ball ki eint .,brick of wide ball .
@huh_watnow le Singha tera patta cut.. Tujhe bhai bana liya @heisenjit,@huh_watnow see singha even your card is done for.. you have been friendzoned. @heisenjit
"Aaj kal ladkiyo ko kuch reply bhi nahi kar sakte, sidha quote kar deti hai.","in todays time you can not even reply to girls, they would instantly quote you."
"Lool! Yahin toh problem hai, ladkiyon ko sorrry bolne mein issue hai.",lol! this is the problem. girls have an issue with telling sorry.
"Thanks maa, magar tumhare suggestions tumhare paas rakho. Yhan gyan na baatein, yahan sab gyani hai.","Thanks mother, but keep your suggestions to yourself. Don't share your knowledge here, everyone is knowledgable here."
"Ye ""chamakna"" ne hi make up industry banayi hai.https://twitter.com/amazinganjali/status/795262268724416512 …","""chamakna"" has made the makeup industry. https://twitter.com/amazinganjali/status/795262268724416512 …"
""" #lol ... #Ireland ye to tumhaari batting ka #Pakistan ho gaya #CWC15 #INDvsIRE """,""" #lol ... #Ireland batting has become like #Pakistan's batting #CWC15 #INDvsIRE """
2015 ke sabse bada jhoot !,2015’s biggest lie.
modi ji aage badho pura desh aapke ssath hai.,modi move forward the whole country is supporting you
Salman vai pls apne dare rakey..vai app ko boss boss lage ga..,salman brother keep your dare..that thing will look like boss boss
main to office mein hun .  .  .  bas monitor ko tedha kiya hua hai .  .  camera se bachane ke liye,I am in the office. I have tilted the monitor to avoid the camera.
@ek_samosa_dena yaar woj utaarne wali cheez hai pehen ne wali nahi,"@ek_samosa_dena it is a thing not be weared
"
Jail me Milne aaoge na ?,Will you come to meet me in jail?
"""Bhai ye bowlers ki wajah se haarne par press conference me kya bolna hota hai"" - Smith to Dhoni #indvsaus","""brother what do we say in the press conference when you lose the match because of the bowlers"" - smith to dhoni #indvsaus"
"#asimplelife opens tomorrow at lee's 4-star in san fran - roger ebert called it"" one of the year's best films ""http/URL",#asimplelife opens tomorrow at lee's 4-star in san fran - roger ebert called it one of the year's best films.
shaan : kyaa khubb roya hai bhai .  .  .  ek second k liye meri aankhein bhi num hui thee :p,you cried in a very fantastic way even for some seconds i was having tears
@ExSecular sahi me.. Bohot pakata hai aajkal,@ExSecular you annoy me a lot.
"@bhaiyyajispeaks Kya baat hai, maine bhi koshish ki this Shraddha Kapoor ki photo banane ke liye magar Jadoo jaise ban gayi kuch.","@bhaiyyajispeaks what's the matter, i also tried to make a photo of Shraddha Kapoor but it became something like 'Jadoo'."
Bhai aap bimar ho kya????bolti bandh kyu haii??,brother are you ill ???? why are you not saying anything??
@singhlicious koi baat nahi :),@singhlicious no probelem
@BUnlimted kal subah... bhi nahi aayegi  @DefucktiveHumor @DiwakarKothari_,@BUnlimted will not come....in tommorow morning  @DefucktiveHumor @DiwakarKothari_
"Maangne se bheek milti hai, pyar nahi.","if you ask you will get begging, not love"
"#IndVsPak India win the toss and bat first , common india dika do , india ko jita do , #CWC2015 , #WewantCWC2015 .","#IndVsPak India win the toss and bat first , common India show them, come out victorious , #CWC2015 , #WewantCWC2015 ."
"#IfSuperheroesWereIndian ""You know how i got these scars?""
""Haan, kal daaru peeke ghar gaya tha na, maar padi hogi""","#IfSuperheroesWereIndian ""You know how i got these scars?"" ""yes, yesterday, you went home after drinking, you must have got some beating"""
@Untamed__Heart pyaar kiya to darna kya,@Untamed_Heart why to fear when you are in learn
apple shakeup mobile software boss eased out: apple inc .ceo tim cook on monday pushed out the powerful head of the company&amp,#039
@theobtuseskull are kuch to tweetne ke liye chahiye na!,@theobtuseskull something is required for tweeting 
@LEDtvn usne rakha tha.. Tere liye,he kept an @LEDtvn for you
#GST se kuch na hoga @narendramodidesh se RESERVATION ka System hatao.. phir dekho kaise badega desh, nothing will happen with #GST @narendramodi remove reservation system from country. then see how country will progress
@ShootinThoughts Aalok rai ke profile par dekhi to socha share kar dun. Badhiya hai.,@ShootinThoughts  i saw on aalok rai profile so i thought of sharing it
@iamGunjanGrunge 10 rs kam hai zeb me abhi check kiya @dna,"@iamGunjanGrunge i just checked right now, i am short of  10 rs @dna"
"@dedh_battery pata hai, mujhe ashcharya hota hai investors par, kitne bewakoof hain, ya phir ye IITians bade shatir, like kejri lol","@dedh_battery i know, i am suprised by these investors, how foolish they are, or are these iitians very cunning, like kejri laugh out loud"
Sir dont lie.. 8th Nov ke pehle bhi SBI me withdrawal ke 20 minute lagte the https://twitter.com/anilkohli54/status/804595915814146048 …,sir dont lie.. before 8th nov it took 20 minutes for a withdrawal at sbi. https://twitter.com/anilkohli54/status/804595915814146048 …
